STALPBR,YEAR,DEPSUMBR,ASSET,CERT,ID
CA,1994,37614,22096239,1226,1994_1226_147
CA,1994,36577,22096239,1226,1994_1226_148
CA,1994,46322,22096239,1226,1994_1226_149
CA,1994,32692,22096239,1226,1994_1226_15
CA,1994,17496,22096239,1226,1994_1226_150
CA,1994,54188,22096239,1226,1994_1226_151
CA,1994,27340,22096239,1226,1994_1226_152
CA,1994,18448,22096239,1226,1994_1226_153
CA,1994,32409,22096239,1226,1994_1226_154
CA,1994,30216,22096239,1226,1994_1226_155
CA,1994,67293,22096239,1226,1994_1226_156
CA,1994,31406,22096239,1226,1994_1226_157
CA,1994,93590,22096239,1226,1994_1226_158
CA,1994,33391,22096239,1226,1994_1226_159
CA,1994,49299,22096239,1226,1994_1226_16
CA,1994,142863,22096239,1226,1994_1226_161
CA,1994,41716,22096239,1226,1994_1226_163
CA,1994,44319,22096239,1226,1994_1226_164
CA,1994,207671,22096239,1226,1994_1226_165
CA,1994,25615,22096239,1226,1994_1226_166
CA,1994,54439,22096239,1226,1994_1226_167
CA,1994,59409,22096239,1226,1994_1226_169
CA,1994,231999,22096239,1226,1994_1226_17
CA,1994,57871,22096239,1226,1994_1226_170
CA,1994,15302,22096239,1226,1994_1226_171
CA,1994,121546,22096239,1226,1994_1226_172
CA,1994,25371,22096239,1226,1994_1226_173
CA,1994,44972,22096239,1226,1994_1226_174
CA,1994,24239,22096239,1226,1994_1226_175
CA,1994,82306,22096239,1226,1994_1226_176
CA,1994,117776,22096239,1226,1994_1226_177
CA,1994,28385,22096239,1226,1994_1226_178
CA,1994,21755,22096239,1226,1994_1226_179
CA,1994,35641,22096239,1226,1994_1226_18
CA,1994,50478,22096239,1226,1994_1226_180
CA,1994,22019,22096239,1226,1994_1226_181
CA,1994,21065,22096239,1226,1994_1226_182
CA,1994,77251,22096239,1226,1994_1226_183
CA,1994,67887,22096239,1226,1994_1226_184
CA,1994,29566,22096239,1226,1994_1226_186
CA,1994,39615,22096239,1226,1994_1226_187
CA,1994,30063,22096239,1226,1994_1226_188
CA,1994,33716,22096239,1226,1994_1226_19
CA,1994,27453,22096239,1226,1994_1226_190
CA,1994,54759,22096239,1226,1994_1226_191
CA,1994,24225,22096239,1226,1994_1226_192
CA,1994,80318,22096239,1226,1994_1226_193
CA,1994,54763,22096239,1226,1994_1226_194
CA,1994,44544,22096239,1226,1994_1226_195
CA,1994,23767,22096239,1226,1994_1226_196
CA,1994,45790,22096239,1226,1994_1226_197
CA,1994,25368,22096239,1226,1994_1226_2
CA,1994,350114,22096239,1226,1994_1226_20
CA,1994,296023,22096239,1226,1994_1226_200
CA,1994,22798,22096239,1226,1994_1226_202
CA,1994,36704,22096239,1226,1994_1226_203
CA,1994,14055,22096239,1226,1994_1226_207
CA,1994,18857,22096239,1226,1994_1226_208
CA,1994,32935,22096239,1226,1994_1226_209
CA,1994,27904,22096239,1226,1994_1226_21
CA,1994,43887,22096239,1226,1994_1226_210
CA,1994,57986,22096239,1226,1994_1226_211
CA,1994,20844,22096239,1226,1994_1226_212
CA,1994,39864,22096239,1226,1994_1226_213
CA,1994,32145,22096239,1226,1994_1226_22
CA,1994,63127,22096239,1226,1994_1226_222
CA,1994,36367,22096239,1226,1994_1226_224
CA,1994,34610,22096239,1226,1994_1226_225
CA,1994,25513,22096239,1226,1994_1226_226
CA,1994,31120,22096239,1226,1994_1226_227
CA,1994,18669,22096239,1226,1994_1226_228
CA,1994,78726,22096239,1226,1994_1226_229
CA,1994,30805,22096239,1226,1994_1226_23
CA,1994,27664,22096239,1226,1994_1226_230
CA,1994,23649,22096239,1226,1994_1226_231
CA,1994,23147,22096239,1226,1994_1226_232
CA,1994,27059,22096239,1226,1994_1226_233
CA,1994,22625,22096239,1226,1994_1226_234
CA,1994,57238,22096239,1226,1994_1226_235
CA,1994,52553,22096239,1226,1994_1226_236
CA,1994,56404,22096239,1226,1994_1226_238
CA,1994,33011,22096239,1226,1994_1226_239
CA,1994,51785,22096239,1226,1994_1226_24
CA,1994,63915,22096239,1226,1994_1226_240
CA,1994,32082,22096239,1226,1994_1226_241
CA,1994,52894,22096239,1226,1994_1226_242
CA,1994,32258,22096239,1226,1994_1226_243
CA,1994,27019,22096239,1226,1994_1226_244
CA,1994,50334,22096239,1226,1994_1226_245
CA,1994,25084,22096239,1226,1994_1226_246
CA,1994,0,22096239,1226,1994_1226_247
CA,1994,23178,22096239,1226,1994_1226_248
CA,1994,27822,22096239,1226,1994_1226_249
CA,1994,32979,22096239,1226,1994_1226_25
CA,1994,40065,22096239,1226,1994_1226_250
CA,1994,40687,22096239,1226,1994_1226_251
CA,1994,25225,22096239,1226,1994_1226_252
CA,1994,41126,22096239,1226,1994_1226_253
CA,1994,38879,22096239,1226,1994_1226_254
CA,1994,37277,22096239,1226,1994_1226_255
CA,1994,21968,22096239,1226,1994_1226_256
CA,1994,79709,22096239,1226,1994_1226_257
CA,1994,42524,22096239,1226,1994_1226_258
CA,1994,60735,22096239,1226,1994_1226_259
CA,1994,29165,22096239,1226,1994_1226_26
CA,1994,87249,22096239,1226,1994_1226_260
CA,1994,23588,22096239,1226,1994_1226_261
CA,1994,22093,22096239,1226,1994_1226_264
CA,1994,46901,22096239,1226,1994_1226_266
CA,1994,93571,22096239,1226,1994_1226_267
CA,1994,49455,22096239,1226,1994_1226_268
CA,1994,54598,22096239,1226,1994_1226_269
CA,1994,82466,22096239,1226,1994_1226_27
CA,1994,43421,22096239,1226,1994_1226_270
CA,1994,27980,22096239,1226,1994_1226_273
CA,1994,32364,22096239,1226,1994_1226_279
CA,1994,15425,22096239,1226,1994_1226_28
CA,1994,16282,22096239,1226,1994_1226_280
CA,1994,35559,22096239,1226,1994_1226_281
CA,1994,56703,22096239,1226,1994_1226_282
CA,1994,32230,22096239,1226,1994_1226_289
CA,1994,19452,22096239,1226,1994_1226_29
CA,1994,89294,22096239,1226,1994_1226_291
CA,1994,91312,22096239,1226,1994_1226_292
CA,1994,22019,22096239,1226,1994_1226_293
CA,1994,28130,22096239,1226,1994_1226_294
CA,1994,22694,22096239,1226,1994_1226_295
CA,1994,25943,22096239,1226,1994_1226_297
CA,1994,0,22096239,1226,1994_1226_298
CA,1994,27942,22096239,1226,1994_1226_299
CA,1994,30616,22096239,1226,1994_1226_3
CA,1994,32394,22096239,1226,1994_1226_30
CA,1994,38280,22096239,1226,1994_1226_300
CA,1994,39186,22096239,1226,1994_1226_301
CA,1994,35381,22096239,1226,1994_1226_302
CA,1994,26534,22096239,1226,1994_1226_31
CA,1994,42492,22096239,1226,1994_1226_313
CA,1994,31393,22096239,1226,1994_1226_314
CA,1994,71692,22096239,1226,1994_1226_317
CA,1994,22833,22096239,1226,1994_1226_318
CA,1994,15421,22096239,1226,1994_1226_319
CA,1994,47635,22096239,1226,1994_1226_32
CA,1994,25174,22096239,1226,1994_1226_320
CA,1994,32820,22096239,1226,1994_1226_321
CA,1994,17454,22096239,1226,1994_1226_323
CA,1994,40067,22096239,1226,1994_1226_324
CA,1994,18964,22096239,1226,1994_1226_326
CA,1994,26779,22096239,1226,1994_1226_327
CA,1994,26267,22096239,1226,1994_1226_328
CA,1994,21030,22096239,1226,1994_1226_329
CA,1994,63393,22096239,1226,1994_1226_33
CA,1994,67459,22096239,1226,1994_1226_332
CA,1994,34338,22096239,1226,1994_1226_333
CA,1994,18694,22096239,1226,1994_1226_334
CA,1994,40669,22096239,1226,1994_1226_336
CA,1994,20665,22096239,1226,1994_1226_337
CA,1994,15128,22096239,1226,1994_1226_338
CA,1994,75172,22096239,1226,1994_1226_34
CA,1994,26763,22096239,1226,1994_1226_340
CA,1994,32476,22096239,1226,1994_1226_342
CA,1994,46010,22096239,1226,1994_1226_343
CA,1994,56986,22096239,1226,1994_1226_344
CA,1994,26708,22096239,1226,1994_1226_345
CA,1994,47993,22096239,1226,1994_1226_346
CA,1994,30735,22096239,1226,1994_1226_348
CA,1994,32029,22096239,1226,1994_1226_35
CA,1994,38889,22096239,1226,1994_1226_350
CA,1994,57007,22096239,1226,1994_1226_355
CA,1994,24909,22096239,1226,1994_1226_357
CA,1994,30248,22096239,1226,1994_1226_358
CA,1994,0,22096239,1226,1994_1226_359
CA,1994,65858,22096239,1226,1994_1226_36
CA,1994,23020,22096239,1226,1994_1226_360
CA,1994,24913,22096239,1226,1994_1226_361
CA,1994,39879,22096239,1226,1994_1226_365
CA,1994,74261,22096239,1226,1994_1226_366
CA,1994,27143,22096239,1226,1994_1226_367
CA,1994,14812,22096239,1226,1994_1226_368
CA,1994,45775,22096239,1226,1994_1226_37
CA,1994,40284,22096239,1226,1994_1226_375
CA,1994,40769,22096239,1226,1994_1226_377
CA,1994,69500,22096239,1226,1994_1226_378
CA,1994,15134,22096239,1226,1994_1226_379
CA,1994,21836,22096239,1226,1994_1226_381
CA,1994,23065,22096239,1226,1994_1226_382
CA,1994,24758,22096239,1226,1994_1226_385
CA,1994,0,22096239,1226,1994_1226_387
CA,1994,35800,22096239,1226,1994_1226_39
CA,1994,24723,22096239,1226,1994_1226_392
CA,1994,26286,22096239,1226,1994_1226_395
CA,1994,24855,22096239,1226,1994_1226_397
CA,1994,18516,22096239,1226,1994_1226_399
CA,1994,55255,22096239,1226,1994_1226_4
CA,1994,34252,22096239,1226,1994_1226_40
CA,1994,0,22096239,1226,1994_1226_400
CA,1994,0,22096239,1226,1994_1226_404
CA,1994,28772,22096239,1226,1994_1226_405
CA,1994,21550,22096239,1226,1994_1226_406
CA,1994,24926,22096239,1226,1994_1226_408
CA,1994,32770,22096239,1226,1994_1226_409
CA,1994,36464,22096239,1226,1994_1226_41
CA,1994,31361,22096239,1226,1994_1226_42
CA,1994,20153,22096239,1226,1994_1226_425
CA,1994,31767,22096239,1226,1994_1226_428
CA,1994,16742,22096239,1226,1994_1226_43
CA,1994,26831,22096239,1226,1994_1226_44
CA,1994,39740,22096239,1226,1994_1226_45
CA,1994,0,22096239,1226,1994_1226_450
CA,1994,0,22096239,1226,1994_1226_453
CA,1994,0,22096239,1226,1994_1226_454
CA,1994,42339,22096239,1226,1994_1226_459
CA,1994,75909,22096239,1226,1994_1226_46
CA,1994,0,22096239,1226,1994_1226_466
CA,1994,0,22096239,1226,1994_1226_468
CA,1994,0,22096239,1226,1994_1226_469
CA,1994,12867,22096239,1226,1994_1226_478
CA,1994,38466,22096239,1226,1994_1226_48
CA,1994,12283,22096239,1226,1994_1226_480
CA,1994,66769,22096239,1226,1994_1226_488
CA,1994,52804,22096239,1226,1994_1226_489
CA,1994,48697,22096239,1226,1994_1226_49
CA,1994,10718,22096239,1226,1994_1226_492
CA,1994,25618,22096239,1226,1994_1226_494
CA,1994,17431,22096239,1226,1994_1226_495
CA,1994,78123,22096239,1226,1994_1226_496
CA,1994,0,22096239,1226,1994_1226_498
CA,1994,24523,22096239,1226,1994_1226_499
CA,1994,46502,22096239,1226,1994_1226_5
CA,1994,37592,22096239,1226,1994_1226_50
CA,1994,15564,22096239,1226,1994_1226_500
CA,1994,26277,22096239,1226,1994_1226_503
CA,1994,18338,22096239,1226,1994_1226_505
CA,1994,18907,22096239,1226,1994_1226_506
CA,1994,17402,22096239,1226,1994_1226_507
CA,1994,23161,22096239,1226,1994_1226_509
CA,1994,149107,22096239,1226,1994_1226_51
CA,1994,21410,22096239,1226,1994_1226_511
CA,1994,9508,22096239,1226,1994_1226_512
CA,1994,10406,22096239,1226,1994_1226_515
CA,1994,19270,22096239,1226,1994_1226_516
CA,1994,0,22096239,1226,1994_1226_518
CA,1994,39533,22096239,1226,1994_1226_52
CA,1994,44944,22096239,1226,1994_1226_520
CA,1994,15891,22096239,1226,1994_1226_521
CA,1994,13752,22096239,1226,1994_1226_523
CA,1994,0,22096239,1226,1994_1226_524
CA,1994,12173,22096239,1226,1994_1226_525
CA,1994,6791,22096239,1226,1994_1226_526
CA,1994,0,22096239,1226,1994_1226_527
CA,1994,9560,22096239,1226,1994_1226_528
CA,1994,15343,22096239,1226,1994_1226_529
CA,1994,28498,22096239,1226,1994_1226_53
CA,1994,9471,22096239,1226,1994_1226_531
CA,1994,8791,22096239,1226,1994_1226_532
CA,1994,7561,22096239,1226,1994_1226_533
CA,1994,9636,22096239,1226,1994_1226_535
CA,1994,22936,22096239,1226,1994_1226_54
CA,1994,0,22096239,1226,1994_1226_540
CA,1994,29715,22096239,1226,1994_1226_543
CA,1994,24307,22096239,1226,1994_1226_544
CA,1994,19309,22096239,1226,1994_1226_545
CA,1994,19326,22096239,1226,1994_1226_546
CA,1994,17964,22096239,1226,1994_1226_547
CA,1994,16209,22096239,1226,1994_1226_548
CA,1994,0,22096239,1226,1994_1226_549
CA,1994,52920,22096239,1226,1994_1226_55
CA,1994,14068,22096239,1226,1994_1226_550
CA,1994,38296,22096239,1226,1994_1226_551
CA,1994,35708,22096239,1226,1994_1226_552
CA,1994,49140,22096239,1226,1994_1226_553
CA,1994,2873,22096239,1226,1994_1226_554
CA,1994,3010,22096239,1226,1994_1226_555
CA,1994,43656,22096239,1226,1994_1226_556
CA,1994,33181,22096239,1226,1994_1226_557
CA,1994,33426,22096239,1226,1994_1226_558
CA,1994,47505,22096239,1226,1994_1226_56
CA,1994,25892,22096239,1226,1994_1226_560
CA,1994,22993,22096239,1226,1994_1226_561
CA,1994,25648,22096239,1226,1994_1226_562
CA,1994,28174,22096239,1226,1994_1226_563
CA,1994,24329,22096239,1226,1994_1226_565
CA,1994,0,22096239,1226,1994_1226_566
CA,1994,21061,22096239,1226,1994_1226_567
CA,1994,1884,22096239,1226,1994_1226_568
CA,1994,25202,22096239,1226,1994_1226_569
CA,1994,46325,22096239,1226,1994_1226_57
CA,1994,0,22096239,1226,1994_1226_570
CA,1994,15145,22096239,1226,1994_1226_571
CA,1994,24633,22096239,1226,1994_1226_572
CA,1994,8756,22096239,1226,1994_1226_574
CA,1994,14871,22096239,1226,1994_1226_575
CA,1994,0,22096239,1226,1994_1226_576
CA,1994,0,22096239,1226,1994_1226_578
CA,1994,23306,22096239,1226,1994_1226_579
CA,1994,18041,22096239,1226,1994_1226_58
CA,1994,37929,22096239,1226,1994_1226_580
CA,1994,17730,22096239,1226,1994_1226_581
CA,1994,54095,22096239,1226,1994_1226_582
CA,1994,45015,22096239,1226,1994_1226_584
CA,1994,17507,22096239,1226,1994_1226_585
CA,1994,37076,22096239,1226,1994_1226_586
CA,1994,0,22096239,1226,1994_1226_587
CA,1994,10650,22096239,1226,1994_1226_588
CA,1994,41840,22096239,1226,1994_1226_589
CA,1994,25721,22096239,1226,1994_1226_59
CA,1994,17480,22096239,1226,1994_1226_590
CA,1994,26071,22096239,1226,1994_1226_591
CA,1994,12417,22096239,1226,1994_1226_592
CA,1994,15648,22096239,1226,1994_1226_594
CA,1994,148906,22096239,1226,1994_1226_598
CA,1994,34945,22096239,1226,1994_1226_599
CA,1994,78211,22096239,1226,1994_1226_60
CA,1994,46807,22096239,1226,1994_1226_600
CA,1994,31602,22096239,1226,1994_1226_601
CA,1994,85187,22096239,1226,1994_1226_602
CA,1994,81592,22096239,1226,1994_1226_603
CA,1994,63430,22096239,1226,1994_1226_604
CA,1994,79200,22096239,1226,1994_1226_605
CA,1994,37746,22096239,1226,1994_1226_606
CA,1994,39232,22096239,1226,1994_1226_607
CA,1994,52344,22096239,1226,1994_1226_608
CA,1994,39405,22096239,1226,1994_1226_609
CA,1994,29399,22096239,1226,1994_1226_61
CA,1994,29960,22096239,1226,1994_1226_610
CA,1994,39149,22096239,1226,1994_1226_611
CA,1994,73499,22096239,1226,1994_1226_612
CA,1994,36856,22096239,1226,1994_1226_613
CA,1994,1746,22096239,1226,1994_1226_614
CA,1994,371,22096239,1226,1994_1226_615
CA,1994,2418,22096239,1226,1994_1226_616
CA,1994,22180,22096239,1226,1994_1226_62
CA,1994,25423,22096239,1226,1994_1226_64
CA,1994,103810,22096239,1226,1994_1226_65
CA,1994,86105,22096239,1226,1994_1226_66
CA,1994,33296,22096239,1226,1994_1226_67
CA,1994,50035,22096239,1226,1994_1226_68
CA,1994,32457,22096239,1226,1994_1226_69
CA,1994,38674,22096239,1226,1994_1226_7
CA,1994,57752,22096239,1226,1994_1226_70
CA,1994,58393,22096239,1226,1994_1226_71
CA,1994,32737,22096239,1226,1994_1226_74
CA,1994,25822,22096239,1226,1994_1226_75
CA,1994,82634,22096239,1226,1994_1226_76
CA,1994,21185,22096239,1226,1994_1226_78
CA,1994,37157,22096239,1226,1994_1226_79
CA,1994,76424,22096239,1226,1994_1226_81
CA,1994,111231,22096239,1226,1994_1226_83
CA,1994,558099,22096239,1226,1994_1226_85
CA,1994,48018,22096239,1226,1994_1226_86
CA,1994,33045,22096239,1226,1994_1226_87
CA,1994,33756,22096239,1226,1994_1226_88
CA,1994,129955,22096239,1226,1994_1226_90
CA,1994,57142,22096239,1226,1994_1226_91
CA,1994,65143,22096239,1226,1994_1226_92
CA,1994,36277,22096239,1226,1994_1226_94
CA,1994,36014,22096239,1226,1994_1226_95
CA,1994,54469,22096239,1226,1994_1226_96
CA,1994,47761,22096239,1226,1994_1226_97
CA,1994,39217,22096239,1226,1994_1226_98
CA,1994,76353,22096239,1226,1994_1226_99
OK,1994,40852,56389,12283,1994_12283_0
OK,1994,0,56389,12283,1994_12283_1
OK,1994,6678,56389,12283,1994_12283_2
OK,1994,6468,7939,12284,1994_12284_0
OK,1994,20443,23038,12285,1994_12285_0
OK,1994,46420,122215,12288,1994_12288_0
OK,1994,0,122215,12288,1994_12288_1
OK,1994,3824,122215,12288,1994_12288_2
OK,1994,20731,122215,12288,1994_12288_3
OK,1994,37851,122215,12288,1994_12288_4
OK,1994,5658,10427,12289,1994_12289_0
OK,1994,3772,10427,12289,1994_12289_1
PA,1994,102614,118971,12291,1994_12291_0
SD,1994,10054,12586,12293,1994_12293_0
TX,1994,12383,13590,12298,1994_12298_0
TX,1994,20263,48549,12299,1994_12299_0
TX,1994,24332,48549,12299,1994_12299_1
TX,1994,0,48549,12299,1994_12299_2
CA,1994,45512,133629,1229,1994_1229_0
CA,1994,20153,133629,1229,1994_1229_1
CA,1994,25762,133629,1229,1994_1229_2
CA,1994,26023,133629,1229,1994_1229_3
TX,1994,14332,15454,12302,1994_12302_0
TX,1994,44326,82091,12303,1994_12303_0
TX,1994,0,82091,12303,1994_12303_2
TX,1994,31978,82091,12303,1994_12303_3
TX,1994,52195,63268,12305,1994_12305_0
TX,1994,0,63268,12305,1994_12305_1
TX,1994,15133,16918,12306,1994_12306_0
TX,1994,26565,29515,12308,1994_12308_0
TX,1994,22020,28746,12309,1994_12309_0
TX,1994,3848,28746,12309,1994_12309_1
TX,1994,7860,8534,12314,1994_12314_0
TX,1994,57322,90806,12315,1994_12315_0
WI,1994,9177,24377,12318,1994_12318_0
WI,1994,5138,24377,12318,1994_12318_1
WI,1994,7322,24377,12318,1994_12318_2
WI,1994,8393,9300,12319,1994_12319_0
WI,1994,104147,126864,12320,1994_12320_0
WI,1994,23881,36882,12322,1994_12322_0
WI,1994,840,36882,12322,1994_12322_1
WI,1994,7522,36882,12322,1994_12322_2
WI,1994,6308,12143,12323,1994_12323_0
WI,1994,4720,12143,12323,1994_12323_1
WI,1994,25977,29247,12325,1994_12325_0
WI,1994,70113,85237,12327,1994_12327_0
WI,1994,5425,85237,12327,1994_12327_1
WI,1994,0,85237,12327,1994_12327_3
WI,1994,39002,49112,12329,1994_12329_0
WI,1994,2413,49112,12329,1994_12329_1
CA,1994,43527,72659,1232,1994_1232_0
CA,1994,14260,72659,1232,1994_1232_1
CA,1994,2060,72659,1232,1994_1232_2
CA,1994,5181,72659,1232,1994_1232_3
WI,1994,43184,54199,12331,1994_12331_0
WI,1994,205675,507160,12332,1994_12332_0
WI,1994,33842,507160,12332,1994_12332_2
WI,1994,35804,507160,12332,1994_12332_3
WI,1994,20229,507160,12332,1994_12332_4
WI,1994,29514,507160,12332,1994_12332_5
WI,1994,15126,507160,12332,1994_12332_6
WI,1994,53829,507160,12332,1994_12332_7
WI,1994,11033,507160,12332,1994_12332_9
WI,1994,35501,49120,12337,1994_12337_0
WI,1994,9130,49120,12337,1994_12337_1
WI,1994,60431,259269,12340,1994_12340_0
WI,1994,3450,259269,12340,1994_12340_1
WI,1994,2373,259269,12340,1994_12340_10
WI,1994,10601,259269,12340,1994_12340_11
WI,1994,5180,259269,12340,1994_12340_12
WI,1994,24193,259269,12340,1994_12340_13
WI,1994,1733,259269,12340,1994_12340_14
WI,1994,1616,259269,12340,1994_12340_15
WI,1994,2891,259269,12340,1994_12340_16
WI,1994,7604,259269,12340,1994_12340_2
WI,1994,4857,259269,12340,1994_12340_3
WI,1994,4170,259269,12340,1994_12340_4
WI,1994,4465,259269,12340,1994_12340_5
WI,1994,38816,259269,12340,1994_12340_6
WI,1994,19250,259269,12340,1994_12340_7
WI,1994,4772,259269,12340,1994_12340_8
WI,1994,26537,259269,12340,1994_12340_9
WI,1994,13976,20594,12342,1994_12342_0
WI,1994,2835,20594,12342,1994_12342_1
WI,1994,0,20594,12342,1994_12342_2
WI,1994,1032,20594,12342,1994_12342_9901
WI,1994,13949,15205,12349,1994_12349_0
WI,1994,19066,22899,12354,1994_12354_0
WI,1994,10405,12022,12355,1994_12355_0
WI,1994,32813,36980,12356,1994_12356_0
WI,1994,101968,338435,12358,1994_12358_0
WI,1994,23365,338435,12358,1994_12358_1
WI,1994,6090,338435,12358,1994_12358_10
WI,1994,17744,338435,12358,1994_12358_11
WI,1994,55207,338435,12358,1994_12358_5
WI,1994,22628,338435,12358,1994_12358_7
WI,1994,7408,338435,12358,1994_12358_8
WI,1994,23509,338435,12358,1994_12358_9
WI,1994,30758,34305,12361,1994_12361_0
IL,1994,18183,42819,12365,1994_12365_0
IL,1994,19240,42819,12365,1994_12365_1
AL,1994,399768,8219440,12368,1994_12368_0
AL,1994,41453,8219440,12368,1994_12368_1
AL,1994,69266,8219440,12368,1994_12368_100
AL,1994,0,8219440,12368,1994_12368_101
AL,1994,67081,8219440,12368,1994_12368_102
AL,1994,14832,8219440,12368,1994_12368_103
AL,1994,84157,8219440,12368,1994_12368_104
AL,1994,26614,8219440,12368,1994_12368_105
AL,1994,27233,8219440,12368,1994_12368_106
AL,1994,49764,8219440,12368,1994_12368_107
AL,1994,36208,8219440,12368,1994_12368_108
AL,1994,19863,8219440,12368,1994_12368_109
AL,1994,36156,8219440,12368,1994_12368_11
AL,1994,30721,8219440,12368,1994_12368_110
AL,1994,29378,8219440,12368,1994_12368_111
AL,1994,16081,8219440,12368,1994_12368_112
AL,1994,21054,8219440,12368,1994_12368_113
AL,1994,28693,8219440,12368,1994_12368_115
AL,1994,32427,8219440,12368,1994_12368_116
AL,1994,12441,8219440,12368,1994_12368_117
AL,1994,17123,8219440,12368,1994_12368_118
AL,1994,14024,8219440,12368,1994_12368_119
AL,1994,63071,8219440,12368,1994_12368_12
AL,1994,113943,8219440,12368,1994_12368_120
AL,1994,262157,8219440,12368,1994_12368_121
AL,1994,14768,8219440,12368,1994_12368_123
AL,1994,61670,8219440,12368,1994_12368_124
AL,1994,31958,8219440,12368,1994_12368_125
AL,1994,10654,8219440,12368,1994_12368_126
AL,1994,40845,8219440,12368,1994_12368_127
AL,1994,60564,8219440,12368,1994_12368_128
AL,1994,30598,8219440,12368,1994_12368_129
AL,1994,0,8219440,12368,1994_12368_13
AL,1994,21309,8219440,12368,1994_12368_130
AL,1994,4579,8219440,12368,1994_12368_131
AL,1994,3083,8219440,12368,1994_12368_132
AL,1994,37913,8219440,12368,1994_12368_133
AL,1994,16133,8219440,12368,1994_12368_134
AL,1994,7617,8219440,12368,1994_12368_135
AL,1994,58840,8219440,12368,1994_12368_137
AL,1994,19605,8219440,12368,1994_12368_138
AL,1994,45919,8219440,12368,1994_12368_14
AL,1994,8884,8219440,12368,1994_12368_140
AL,1994,85193,8219440,12368,1994_12368_141
AL,1994,14526,8219440,12368,1994_12368_142
AL,1994,14142,8219440,12368,1994_12368_143
AL,1994,9134,8219440,12368,1994_12368_144
AL,1994,12120,8219440,12368,1994_12368_145
AL,1994,54915,8219440,12368,1994_12368_146
AL,1994,7534,8219440,12368,1994_12368_147
AL,1994,19343,8219440,12368,1994_12368_148
AL,1994,74169,8219440,12368,1994_12368_149
AL,1994,37373,8219440,12368,1994_12368_15
AL,1994,17608,8219440,12368,1994_12368_150
AL,1994,0,8219440,12368,1994_12368_151
AL,1994,71576,8219440,12368,1994_12368_152
AL,1994,29036,8219440,12368,1994_12368_153
AL,1994,46675,8219440,12368,1994_12368_154
AL,1994,12681,8219440,12368,1994_12368_155
AL,1994,14356,8219440,12368,1994_12368_156
AL,1994,13929,8219440,12368,1994_12368_157
AL,1994,0,8219440,12368,1994_12368_159
AL,1994,20671,8219440,12368,1994_12368_16
AL,1994,7138,8219440,12368,1994_12368_160
AL,1994,27809,8219440,12368,1994_12368_162
AL,1994,34937,8219440,12368,1994_12368_164
AL,1994,36727,8219440,12368,1994_12368_167
AL,1994,16655,8219440,12368,1994_12368_168
AL,1994,26034,8219440,12368,1994_12368_17
AL,1994,19656,8219440,12368,1994_12368_170
AL,1994,9146,8219440,12368,1994_12368_172
AL,1994,31406,8219440,12368,1994_12368_174
AL,1994,21343,8219440,12368,1994_12368_18
AL,1994,24348,8219440,12368,1994_12368_180
AL,1994,22824,8219440,12368,1994_12368_185
AL,1994,43627,8219440,12368,1994_12368_186
AL,1994,21504,8219440,12368,1994_12368_187
AL,1994,77273,8219440,12368,1994_12368_19
AL,1994,9849,8219440,12368,1994_12368_190
AL,1994,12097,8219440,12368,1994_12368_193
AL,1994,9741,8219440,12368,1994_12368_195
AL,1994,27007,8219440,12368,1994_12368_196
AL,1994,12036,8219440,12368,1994_12368_198
AL,1994,56595,8219440,12368,1994_12368_20
AL,1994,2050,8219440,12368,1994_12368_200
AL,1994,22258,8219440,12368,1994_12368_201
AL,1994,5078,8219440,12368,1994_12368_202
AL,1994,7747,8219440,12368,1994_12368_204
AL,1994,15705,8219440,12368,1994_12368_206
AL,1994,21186,8219440,12368,1994_12368_207
AL,1994,6434,8219440,12368,1994_12368_208
AL,1994,16396,8219440,12368,1994_12368_21
AL,1994,9961,8219440,12368,1994_12368_210
AL,1994,25840,8219440,12368,1994_12368_211
AL,1994,40174,8219440,12368,1994_12368_215
AL,1994,37880,8219440,12368,1994_12368_22
AL,1994,24121,8219440,12368,1994_12368_221
AL,1994,9319,8219440,12368,1994_12368_222
AL,1994,29833,8219440,12368,1994_12368_223
AL,1994,15103,8219440,12368,1994_12368_225
AL,1994,0,8219440,12368,1994_12368_23
AL,1994,4584,8219440,12368,1994_12368_231
AL,1994,19547,8219440,12368,1994_12368_234
AL,1994,11945,8219440,12368,1994_12368_235
AL,1994,0,8219440,12368,1994_12368_24
AL,1994,918,8219440,12368,1994_12368_240
AL,1994,133939,8219440,12368,1994_12368_25
AL,1994,10814,8219440,12368,1994_12368_26
AL,1994,11739,8219440,12368,1994_12368_27
AL,1994,91712,8219440,12368,1994_12368_28
AL,1994,32570,8219440,12368,1994_12368_29
AL,1994,40475,8219440,12368,1994_12368_3
AL,1994,40168,8219440,12368,1994_12368_30
AL,1994,65005,8219440,12368,1994_12368_31
AL,1994,30880,8219440,12368,1994_12368_32
AL,1994,33913,8219440,12368,1994_12368_33
AL,1994,41147,8219440,12368,1994_12368_34
AL,1994,44138,8219440,12368,1994_12368_35
AL,1994,460107,8219440,12368,1994_12368_36
AL,1994,11244,8219440,12368,1994_12368_37
AL,1994,36921,8219440,12368,1994_12368_38
AL,1994,45253,8219440,12368,1994_12368_39
AL,1994,92613,8219440,12368,1994_12368_4
AL,1994,27431,8219440,12368,1994_12368_41
AL,1994,18991,8219440,12368,1994_12368_42
AL,1994,20962,8219440,12368,1994_12368_43
