STALPBR,YEAR,DEPSUMBR,ASSET,CERT,ID
IL,1994,20222,22539,10791,1994_10791_0
IL,1994,18412,23568,10792,1994_10792_0
IL,1994,256820,278899,10793,1994_10793_0
IL,1994,62313,95074,10795,1994_10795_0
IL,1994,20651,95074,10795,1994_10795_1
IL,1994,41817,49548,10797,1994_10797_0
IL,1994,18442,21543,10799,1994_10799_0
AR,1994,21911,24018,107,1994_107_0
IL,1994,10447,11463,10801,1994_10801_0
IL,1994,24150,28056,10802,1994_10802_0
IL,1994,13715,15161,10803,1994_10803_0
IL,1994,55897,62194,10804,1994_10804_0
IL,1994,0,62194,10804,1994_10804_1
IL,1994,23756,26594,10805,1994_10805_0
IL,1994,0,26594,10805,1994_10805_1
IL,1994,9358,10480,10807,1994_10807_0
IL,1994,10577,13209,10809,1994_10809_0
MO,1994,113043,204358,1080,1994_1080_0
MO,1994,47566,204358,1080,1994_1080_1
MO,1994,12143,204358,1080,1994_1080_2
MO,1994,10889,204358,1080,1994_1080_3
IL,1994,12299,13874,10810,1994_10810_0
IL,1994,19795,128223,10814,1994_10814_0
IL,1994,92683,128223,10814,1994_10814_1
IL,1994,8969,9735,10816,1994_10816_0
IL,1994,15733,18433,10817,1994_10817_0
IL,1994,15052,16465,10818,1994_10818_0
IL,1994,39111,44587,10819,1994_10819_0
IL,1994,2445,44587,10819,1994_10819_1
MO,1994,305237,732917,1081,1994_1081_0
MO,1994,84432,732917,1081,1994_1081_1
MO,1994,134813,732917,1081,1994_1081_2
MO,1994,0,732917,1081,1994_1081_3
MO,1994,119830,732917,1081,1994_1081_4
IL,1994,15291,16880,10820,1994_10820_0
IL,1994,34555,44381,10821,1994_10821_0
IL,1994,351607,513308,10824,1994_10824_0
IL,1994,0,513308,10824,1994_10824_1
IL,1994,67083,513308,10824,1994_10824_2
IL,1994,45036,513308,10824,1994_10824_3
IL,1994,33370,36178,10825,1994_10825_0
IL,1994,38450,43025,10828,1994_10828_0
IL,1994,42716,52845,10829,1994_10829_0
IL,1994,69731,80186,10831,1994_10831_0
IL,1994,1423,80186,10831,1994_10831_1
IL,1994,61139,69123,10834,1994_10834_0
IL,1994,12514,13865,10835,1994_10835_0
IL,1994,7440,8485,10840,1994_10840_0
IL,1994,145728,222012,10842,1994_10842_0
IL,1994,34811,222012,10842,1994_10842_2
IL,1994,16599,19022,10843,1994_10843_0
IL,1994,64895,77480,10844,1994_10844_0
IL,1994,35953,41516,10845,1994_10845_0
IL,1994,27131,41125,10849,1994_10849_0
IL,1994,9073,41125,10849,1994_10849_1
IL,1994,116787,159042,10851,1994_10851_0
IL,1994,5823,159042,10851,1994_10851_1
IL,1994,3822,159042,10851,1994_10851_3
IL,1994,2998,159042,10851,1994_10851_4
IL,1994,2654,159042,10851,1994_10851_5
IL,1994,26993,31594,10853,1994_10853_0
IL,1994,0,31594,10853,1994_10853_1
IL,1994,34860,40674,10855,1994_10855_0
IL,1994,17830,19670,10856,1994_10856_0
IL,1994,18907,22410,10857,1994_10857_0
IL,1994,28155,34439,10858,1994_10858_0
IL,1994,55275,63906,10860,1994_10860_0
IL,1994,11426,12868,10866,1994_10866_0
IL,1994,25667,28369,10868,1994_10868_0
MO,1994,64249,115614,1086,1994_1086_0
MO,1994,29653,115614,1086,1994_1086_1
MO,1994,4942,115614,1086,1994_1086_2
IL,1994,24153,28036,10871,1994_10871_0
IL,1994,9869,11003,10872,1994_10872_0
IL,1994,5579,6652,10874,1994_10874_0
IL,1994,82584,105590,10875,1994_10875_0
IL,1994,0,105590,10875,1994_10875_1
IL,1994,5026,105590,10875,1994_10875_2
IL,1994,25598,31881,10877,1994_10877_0
IL,1994,3204,31881,10877,1994_10877_1
IL,1994,22728,25233,10878,1994_10878_0
IL,1994,29672,36880,10879,1994_10879_0
IL,1994,2667,36880,10879,1994_10879_1
MO,1994,64120,152575,1087,1994_1087_0
MO,1994,44514,152575,1087,1994_1087_1
MO,1994,18462,152575,1087,1994_1087_2
MO,1994,8391,152575,1087,1994_1087_3
IL,1994,27369,30321,10880,1994_10880_0
IL,1994,38112,48390,10881,1994_10881_0
IL,1994,4608,48390,10881,1994_10881_1
IL,1994,2276,129459,10882,1994_10882_0
IL,1994,83967,129459,10882,1994_10882_2
IL,1994,26770,129459,10882,1994_10882_3
IL,1994,41910,47591,10883,1994_10883_0
IL,1994,7899,9156,10885,1994_10885_0
IL,1994,56397,67739,10886,1994_10886_0
IL,1994,3789,67739,10886,1994_10886_1
IL,1994,656,67739,10886,1994_10886_2
IL,1994,0,67739,10886,1994_10886_3
IL,1994,59017,84150,10887,1994_10887_0
IL,1994,18190,84150,10887,1994_10887_1
IL,1994,53086,67786,10888,1994_10888_0
IL,1994,5849,67786,10888,1994_10888_1
IL,1994,6732,14036,10892,1994_10892_0
IL,1994,6199,14036,10892,1994_10892_1
IA,1994,16897,21474,10893,1994_10893_0
IA,1994,4985,5613,10894,1994_10894_0
IA,1994,198157,434813,10895,1994_10895_0
IA,1994,17612,434813,10895,1994_10895_4
IA,1994,34760,434813,10895,1994_10895_5
IA,1994,66462,434813,10895,1994_10895_6
IA,1994,13828,434813,10895,1994_10895_7
IA,1994,10506,11463,10896,1994_10896_0
IA,1994,16553,19236,10898,1994_10898_0
MS,1994,65751,98392,1089,1994_1089_0
MS,1994,0,98392,1089,1994_1089_2
MS,1994,23038,98392,1089,1994_1089_3
AR,1994,31751,42704,108,1994_108_0
AR,1994,0,42704,108,1994_108_1
AR,1994,5000,42704,108,1994_108_2
IA,1994,21495,25093,10900,1994_10900_0
IA,1994,15122,19902,10901,1994_10901_0
IA,1994,26221,32728,10903,1994_10903_0
IA,1994,156778,294001,10904,1994_10904_0
IA,1994,12578,294001,10904,1994_10904_1
IA,1994,16254,294001,10904,1994_10904_2
IA,1994,12469,294001,10904,1994_10904_3
IA,1994,20650,294001,10904,1994_10904_4
IA,1994,17416,294001,10904,1994_10904_5
IA,1994,2477,294001,10904,1994_10904_6
KS,1994,32835,37917,10906,1994_10906_0
KS,1994,42296,50052,10907,1994_10907_0
KS,1994,20998,24018,10908,1994_10908_0
MI,1994,61292,77617,1090,1994_1090_0
MI,1994,3261,77617,1090,1994_1090_1
KS,1994,92904,107376,10911,1994_10911_0
KS,1994,0,107376,10911,1994_10911_1
KS,1994,36886,77727,10916,1994_10916_0
KS,1994,31962,77727,10916,1994_10916_1
KS,1994,67565,95750,10918,1994_10918_0
KS,1994,19892,22456,10919,1994_10919_0
MI,1994,23761,28715,1091,1994_1091_0
KS,1994,44904,96417,10920,1994_10920_0
KS,1994,14306,96417,10920,1994_10920_1
KS,1994,18976,96417,10920,1994_10920_2
KS,1994,11649,12760,10922,1994_10922_0
KS,1994,9755,12533,10923,1994_10923_0
KS,1994,22827,34796,10924,1994_10924_0
KS,1994,1876,34796,10924,1994_10924_1
KS,1994,24933,28262,10925,1994_10925_0
KS,1994,16173,85036,10927,1994_10927_0
KS,1994,25253,85036,10927,1994_10927_1
KS,1994,7624,85036,10927,1994_10927_3
KS,1994,12129,85036,10927,1994_10927_5
KS,1994,1544,85036,10927,1994_10927_6
MI,1994,28798,31575,10928,1994_10928_0
MI,1994,26140,39886,1092,1994_1092_0
MI,1994,5414,39886,1092,1994_1092_1
MI,1994,4376,39886,1092,1994_1092_2
MI,1994,36541,125644,10936,1994_10936_0
MI,1994,17544,125644,10936,1994_10936_1
MI,1994,31026,125644,10936,1994_10936_2
MI,1994,15302,125644,10936,1994_10936_3
MI,1994,15017,125644,10936,1994_10936_4
MI,1994,54447,124371,10938,1994_10938_0
MI,1994,11637,124371,10938,1994_10938_10
MI,1994,0,124371,10938,1994_10938_2
MI,1994,14984,124371,10938,1994_10938_3
MI,1994,17009,124371,10938,1994_10938_4
MI,1994,1791,124371,10938,1994_10938_5
MI,1994,13260,124371,10938,1994_10938_9
MI,1994,144539,328127,10939,1994_10939_0
MI,1994,0,328127,10939,1994_10939_1
MI,1994,4699,328127,10939,1994_10939_195
MI,1994,3398,328127,10939,1994_10939_196
MI,1994,0,328127,10939,1994_10939_197
MI,1994,28564,328127,10939,1994_10939_2
MI,1994,45856,328127,10939,1994_10939_3
MI,1994,12810,328127,10939,1994_10939_4
MI,1994,14909,328127,10939,1994_10939_5
MI,1994,29010,328127,10939,1994_10939_7
MI,1994,10800,328127,10939,1994_10939_9
MI,1994,44685,76699,10943,1994_10943_0
MI,1994,23804,76699,10943,1994_10943_1
MI,1994,39657,81309,10948,1994_10948_0
MI,1994,12275,81309,10948,1994_10948_1
MI,1994,20383,81309,10948,1994_10948_2
MI,1994,0,81309,10948,1994_10948_3
MN,1994,24455,27258,10953,1994_10953_0
MN,1994,26955,38069,10954,1994_10954_0
MN,1994,6674,38069,10954,1994_10954_1
MN,1994,11480,23140,10956,1994_10956_0
MN,1994,3501,23140,10956,1994_10956_1
MN,1994,3793,23140,10956,1994_10956_2
MN,1994,18110,29398,10957,1994_10957_0
MN,1994,8306,29398,10957,1994_10957_1
MN,1994,0,29398,10957,1994_10957_2
MN,1994,27022,77570,10958,1994_10958_0
MN,1994,14693,77570,10958,1994_10958_1
MN,1994,12725,77570,10958,1994_10958_2
MN,1994,12490,77570,10958,1994_10958_3
MI,1994,64293,86884,1095,1994_1095_0
MI,1994,6447,86884,1095,1994_1095_1
MI,1994,1523,86884,1095,1994_1095_2
MI,1994,2923,86884,1095,1994_1095_3
MN,1994,26472,33016,10960,1994_10960_0
MN,1994,12633,22049,10961,1994_10961_0
MN,1994,6465,22049,10961,1994_10961_1
MN,1994,122283,140482,10962,1994_10962_0
MN,1994,0,140482,10962,1994_10962_1
MN,1994,19708,41675,10965,1994_10965_0
MN,1994,2053,41675,10965,1994_10965_1
MN,1994,16095,41675,10965,1994_10965_2
MN,1994,17151,20271,10966,1994_10966_0
MN,1994,28916,33426,10967,1994_10967_0
MN,1994,11507,12759,10969,1994_10969_0
MI,1994,82149,139742,1096,1994_1096_0
MI,1994,19117,139742,1096,1994_1096_1
MI,1994,4842,139742,1096,1994_1096_4
MI,1994,18259,139742,1096,1994_1096_5
MN,1994,13941,18142,10971,1994_10971_0
MN,1994,2054,18142,10971,1994_10971_1
MN,1994,7466,8937,10972,1994_10972_0
MN,1994,42589,47878,10973,1994_10973_0
MN,1994,20270,23918,10974,1994_10974_0
MN,1994,35424,47002,10975,1994_10975_0
MN,1994,5082,47002,10975,1994_10975_1
MN,1994,49412,59942,10976,1994_10976_0
MN,1994,30866,36082,1097,1994_1097_0
MN,1994,20695,24712,10980,1994_10980_0
MN,1994,16898,21652,10982,1994_10982_0
MN,1994,38220,52640,10984,1994_10984_0
MN,1994,8792,52640,10984,1994_10984_1
MN,1994,8186,23223,10985,1994_10985_0
MN,1994,4025,23223,10985,1994_10985_1
MN,1994,9166,23223,10985,1994_10985_2
MN,1994,11362,14128,10986,1994_10986_0
MN,1994,60545,69264,10987,1994_10987_0
MN,1994,55481,129474,10988,1994_10988_0
MN,1994,1203,129474,10988,1994_10988_1
MN,1994,13862,129474,10988,1994_10988_2
MN,1994,35192,129474,10988,1994_10988_3
MN,1994,45821,63657,10989,1994_10989_0
MN,1994,10058,63657,10989,1994_10989_1
MN,1994,39283,43446,1098,1994_1098_0
MN,1994,13751,15968,10991,1994_10991_0
MN,1994,51625,113570,10992,1994_10992_0
MN,1994,17415,113570,10992,1994_10992_1
MN,1994,7002,113570,10992,1994_10992_2
MN,1994,24095,113570,10992,1994_10992_3
MN,1994,15921,17273,10993,1994_10993_0
MN,1994,18671,21030,10998,1994_10998_0
MN,1994,30711,38516,1099,1994_1099_0
AR,1994,31966,35581,109,1994_109_0
MO,1994,120242,214544,11000,1994_11000_0
MO,1994,7294,214544,11000,1994_11000_1
MO,1994,14370,214544,11000,1994_11000_2
MO,1994,39073,214544,11000,1994_11000_5
MO,1994,31256,45523,11002,1994_11002_0
MO,1994,0,45523,11002,1994_11002_1
MO,1994,9290,45523,11002,1994_11002_2
MO,1994,6847,7793,11003,1994_11003_0
MO,1994,6537,14887,11005,1994_11005_0
MO,1994,5967,14887,11005,1994_11005_1
MO,1994,15015,16474,11006,1994_11006_0
MN,1994,37711,55455,1100,1994_1100_0
MN,1994,8713,55455,1100,1994_1100_1
MN,1994,2055,55455,1100,1994_1100_2
MO,1994,30836,39819,11010,1994_11010_0
MO,1994,1062,39819,11010,1994_11010_1
MT,1994,19397,23881,11012,1994_11012_0
MT,1994,44752,48687,11013,1994_11013_0
MT,1994,15493,18910,11014,1994_11014_0
MT,1994,39383,43655,11016,1994_11016_0
MT,1994,54281,63373,11019,1994_11019_0
NE,1994,33964,39441,11023,1994_11023_0
NE,1994,8877,14590,11024,1994_11024_0
NE,1994,3484,14590,11024,1994_11024_1
NE,1994,12759,14856,11026,1994_11026_0
NE,1994,54329,61059,11030,1994_11030_0
NE,1994,0,61059,11030,1994_11030_2
NJ,1994,85251,278440,11035,1994_11035_0
NJ,1994,17998,278440,11035,1994_11035_2
NJ,1994,7101,278440,11035,1994_11035_4
NJ,1994,39683,278440,11035,1994_11035_5
NJ,1994,14193,278440,11035,1994_11035_6
NJ,1994,17370,278440,11035,1994_11035_7
NJ,1994,42652,278440,11035,1994_11035_8
NJ,1994,29802,278440,11035,1994_11035_9
MN,1994,9925,31444,1103,1994_1103_0
MN,1994,15709,31444,1103,1994_1103_1
MT,1994,49532,132992,1104,1994_1104_0
MT,1994,66613,132992,1104,1994_1104_1
MT,1994,254763,764227,1105,1994_1105_0
MT,1994,0,764227,1105,1994_1105_1
MT,1994,8016,764227,1105,1994_1105_10
MT,1994,38112,764227,1105,1994_1105_2
MT,1994,47921,764227,1105,1994_1105_3
MT,1994,11583,764227,1105,1994_1105_4
MT,1994,36506,764227,1105,1994_1105_5
MT,1994,0,764227,1105,1994_1105_6
MT,1994,34252,764227,1105,1994_1105_7
MT,1994,189206,764227,1105,1994_1105_8
MT,1994,0,764227,1105,1994_1105_9
NC,1994,181859,5999813,11063,1994_11063_0
NC,1994,19392,5999813,11063,1994_11063_1
NC,1994,33514,5999813,11063,1994_11063_10
NC,1994,8871,5999813,11063,1994_11063_100
NC,1994,7906,5999813,11063,1994_11063_101
NC,1994,2237,5999813,11063,1994_11063_102
NC,1994,5878,5999813,11063,1994_11063_103
NC,1994,6419,5999813,11063,1994_11063_104
NC,1994,8590,5999813,11063,1994_11063_106
NC,1994,14931,5999813,11063,1994_11063_107
NC,1994,16957,5999813,11063,1994_11063_108
NC,1994,5555,5999813,11063,1994_11063_109
NC,1994,11845,5999813,11063,1994_11063_112
NC,1994,1829,5999813,11063,1994_11063_113
NC,1994,13657,5999813,11063,1994_11063_114
NC,1994,20591,5999813,11063,1994_11063_115
NC,1994,2110,5999813,11063,1994_11063_118
NC,1994,5122,5999813,11063,1994_11063_119
NC,1994,18281,5999813,11063,1994_11063_120
NC,1994,10827,5999813,11063,1994_11063_121
NC,1994,27963,5999813,11063,1994_11063_122
NC,1994,15626,5999813,11063,1994_11063_123
NC,1994,9913,5999813,11063,1994_11063_124
NC,1994,4264,5999813,11063,1994_11063_125
NC,1994,9557,5999813,11063,1994_11063_127
NC,1994,10251,5999813,11063,1994_11063_128
NC,1994,11704,5999813,11063,1994_11063_129
NC,1994,13274,5999813,11063,1994_11063_13
NC,1994,2912,5999813,11063,1994_11063_131
NC,1994,0,5999813,11063,1994_11063_132
NC,1994,11086,5999813,11063,1994_11063_137
NC,1994,13661,5999813,11063,1994_11063_138
NC,1994,20722,5999813,11063,1994_11063_14
NC,1994,5673,5999813,11063,1994_11063_140
NC,1994,8798,5999813,11063,1994_11063_141
NC,1994,30681,5999813,11063,1994_11063_142
NC,1994,18316,5999813,11063,1994_11063_143
NC,1994,13499,5999813,11063,1994_11063_144
NC,1994,7281,5999813,11063,1994_11063_145
NC,1994,16541,5999813,11063,1994_11063_146
NC,1994,9231,5999813,11063,1994_11063_147
NC,1994,13359,5999813,11063,1994_11063_149
NC,1994,123079,5999813,11063,1994_11063_15
NC,1994,5386,5999813,11063,1994_11063_150
NC,1994,35716,5999813,11063,1994_11063_151
NC,1994,1942,5999813,11063,1994_11063_152
NC,1994,9149,5999813,11063,1994_11063_153
NC,1994,13690,5999813,11063,1994_11063_154
NC,1994,26981,5999813,11063,1994_11063_155
NC,1994,15248,5999813,11063,1994_11063_156
NC,1994,13112,5999813,11063,1994_11063_157
NC,1994,9371,5999813,11063,1994_11063_159
NC,1994,30062,5999813,11063,1994_11063_16
NC,1994,4906,5999813,11063,1994_11063_160
NC,1994,14271,5999813,11063,1994_11063_161
NC,1994,2470,5999813,11063,1994_11063_162
NC,1994,29844,5999813,11063,1994_11063_164
NC,1994,15729,5999813,11063,1994_11063_165
NC,1994,10730,5999813,11063,1994_11063_166
NC,1994,5328,5999813,11063,1994_11063_171
NC,1994,141940,5999813,11063,1994_11063_172
NC,1994,16592,5999813,11063,1994_11063_173
NC,1994,10675,5999813,11063,1994_11063_174
NC,1994,18824,5999813,11063,1994_11063_175
NC,1994,10149,5999813,11063,1994_11063_177
NC,1994,28208,5999813,11063,1994_11063_178
NC,1994,23956,5999813,11063,1994_11063_179
NC,1994,20833,5999813,11063,1994_11063_18
NC,1994,11698,5999813,11063,1994_11063_180
NC,1994,13203,5999813,11063,1994_11063_181
NC,1994,9006,5999813,11063,1994_11063_182
NC,1994,7183,5999813,11063,1994_11063_183
NC,1994,22514,5999813,11063,1994_11063_184
NC,1994,26469,5999813,11063,1994_11063_185
NC,1994,8980,5999813,11063,1994_11063_189
NC,1994,43126,5999813,11063,1994_11063_19
NC,1994,3790,5999813,11063,1994_11063_194
NC,1994,8734,5999813,11063,1994_11063_195
NC,1994,7808,5999813,11063,1994_11063_197
NC,1994,5894,5999813,11063,1994_11063_199
NC,1994,39292,5999813,11063,1994_11063_2
NC,1994,21629,5999813,11063,1994_11063_20
NC,1994,1635,5999813,11063,1994_11063_200
NC,1994,12727,5999813,11063,1994_11063_202
NC,1994,11470,5999813,11063,1994_11063_203
NC,1994,15034,5999813,11063,1994_11063_204
NC,1994,14739,5999813,11063,1994_11063_206
NC,1994,1673,5999813,11063,1994_11063_208
NC,1994,13236,5999813,11063,1994_11063_211
NC,1994,11304,5999813,11063,1994_11063_212
NC,1994,9940,5999813,11063,1994_11063_213
NC,1994,6934,5999813,11063,1994_11063_214
NC,1994,6092,5999813,11063,1994_11063_215
NC,1994,14647,5999813,11063,1994_11063_216
NC,1994,16591,5999813,11063,1994_11063_218
NC,1994,13291,5999813,11063,1994_11063_222
NC,1994,29206,5999813,11063,1994_11063_225
NC,1994,2748,5999813,11063,1994_11063_226
NC,1994,13906,5999813,11063,1994_11063_227
NC,1994,5308,5999813,11063,1994_11063_228
NC,1994,13866,5999813,11063,1994_11063_231
NC,1994,11007,5999813,11063,1994_11063_232
NC,1994,21325,5999813,11063,1994_11063_233
NC,1994,13008,5999813,11063,1994_11063_234
NC,1994,8848,5999813,11063,1994_11063_235
NC,1994,7578,5999813,11063,1994_11063_236
NC,1994,7441,5999813,11063,1994_11063_237
NC,1994,12427,5999813,11063,1994_11063_238
NC,1994,8193,5999813,11063,1994_11063_24
NC,1994,4604,5999813,11063,1994_11063_240
NC,1994,28113,5999813,11063,1994_11063_241
NC,1994,36181,5999813,11063,1994_11063_242
NC,1994,12865,5999813,11063,1994_11063_243
NC,1994,10922,5999813,11063,1994_11063_244
NC,1994,3325,5999813,11063,1994_11063_246
NC,1994,4650,5999813,11063,1994_11063_248
NC,1994,0,5999813,11063,1994_11063_249
NC,1994,12390,5999813,11063,1994_11063_250
NC,1994,17290,5999813,11063,1994_11063_251
NC,1994,8458,5999813,11063,1994_11063_253
NC,1994,11939,5999813,11063,1994_11063_254
NC,1994,40618,5999813,11063,1994_11063_255
NC,1994,17812,5999813,11063,1994_11063_256
NC,1994,18156,5999813,11063,1994_11063_257
NC,1994,10323,5999813,11063,1994_11063_258
NC,1994,0,5999813,11063,1994_11063_259
NC,1994,17502,5999813,11063,1994_11063_26
NC,1994,5885,5999813,11063,1994_11063_260
NC,1994,3437,5999813,11063,1994_11063_261
NC,1994,6899,5999813,11063,1994_11063_262
NC,1994,6622,5999813,11063,1994_11063_265
NC,1994,18504,5999813,11063,1994_11063_266
NC,1994,25001,5999813,11063,1994_11063_267
NC,1994,7180,5999813,11063,1994_11063_268
NC,1994,9459,5999813,11063,1994_11063_271
NC,1994,9164,5999813,11063,1994_11063_272
NC,1994,3885,5999813,11063,1994_11063_273
NC,1994,10383,5999813,11063,1994_11063_274
NC,1994,4595,5999813,11063,1994_11063_275
NC,1994,8226,5999813,11063,1994_11063_277
NC,1994,7633,5999813,11063,1994_11063_278
NC,1994,36263,5999813,11063,1994_11063_279
NC,1994,53679,5999813,11063,1994_11063_28
NC,1994,14117,5999813,11063,1994_11063_280
NC,1994,24233,5999813,11063,1994_11063_281
NC,1994,19654,5999813,11063,1994_11063_282
NC,1994,19627,5999813,11063,1994_11063_283
NC,1994,26056,5999813,11063,1994_11063_284
NC,1994,6162,5999813,11063,1994_11063_285
NC,1994,9368,5999813,11063,1994_11063_286
NC,1994,19461,5999813,11063,1994_11063_287
NC,1994,8950,5999813,11063,1994_11063_288
NC,1994,19377,5999813,11063,1994_11063_29
NC,1994,7730,5999813,11063,1994_11063_290
NC,1994,21153,5999813,11063,1994_11063_291
NC,1994,13843,5999813,11063,1994_11063_294
NC,1994,39277,5999813,11063,1994_11063_296
NC,1994,13980,5999813,11063,1994_11063_297
NC,1994,8476,5999813,11063,1994_11063_3
NC,1994,12293,5999813,11063,1994_11063_30
NC,1994,11124,5999813,11063,1994_11063_301
NC,1994,11863,5999813,11063,1994_11063_302
NC,1994,14741,5999813,11063,1994_11063_303
NC,1994,14766,5999813,11063,1994_11063_304
NC,1994,17881,5999813,11063,1994_11063_307
NC,1994,5225,5999813,11063,1994_11063_308
NC,1994,15568,5999813,11063,1994_11063_310
NC,1994,9689,5999813,11063,1994_11063_311
NC,1994,14300,5999813,11063,1994_11063_312
NC,1994,8523,5999813,11063,1994_11063_313
NC,1994,59478,5999813,11063,1994_11063_314
NC,1994,3695,5999813,11063,1994_11063_315
NC,1994,6306,5999813,11063,1994_11063_318
NC,1994,30624,5999813,11063,1994_11063_32
NC,1994,9631,5999813,11063,1994_11063_320
NC,1994,10329,5999813,11063,1994_11063_321
NC,1994,8592,5999813,11063,1994_11063_322
NC,1994,8239,5999813,11063,1994_11063_323
NC,1994,7557,5999813,11063,1994_11063_324
NC,1994,6908,5999813,11063,1994_11063_325
NC,1994,10648,5999813,11063,1994_11063_326
NC,1994,4722,5999813,11063,1994_11063_327
NC,1994,14907,5999813,11063,1994_11063_329
NC,1994,55650,5999813,11063,1994_11063_33
NC,1994,7333,5999813,11063,1994_11063_330
NC,1994,34690,5999813,11063,1994_11063_331
NC,1994,7538,5999813,11063,1994_11063_334
NC,1994,22811,5999813,11063,1994_11063_335
NC,1994,7523,5999813,11063,1994_11063_336
NC,1994,8949,5999813,11063,1994_11063_337
NC,1994,31204,5999813,11063,1994_11063_338
NC,1994,25908,5999813,11063,1994_11063_340
NC,1994,19242,5999813,11063,1994_11063_343
NC,1994,6313,5999813,11063,1994_11063_344
NC,1994,10672,5999813,11063,1994_11063_345
NC,1994,15481,5999813,11063,1994_11063_349
NC,1994,18606,5999813,11063,1994_11063_35
NC,1994,8062,5999813,11063,1994_11063_350
NC,1994,7374,5999813,11063,1994_11063_351
NC,1994,3924,5999813,11063,1994_11063_352
NC,1994,10242,5999813,11063,1994_11063_353
NC,1994,3309,5999813,11063,1994_11063_354
NC,1994,41185,5999813,11063,1994_11063_355
NC,1994,9093,5999813,11063,1994_11063_357
NC,1994,16718,5999813,11063,1994_11063_36
NC,1994,12317,5999813,11063,1994_11063_361
NC,1994,43507,5999813,11063,1994_11063_363
NC,1994,7557,5999813,11063,1994_11063_364
NC,1994,24681,5999813,11063,1994_11063_368
NC,1994,86980,5999813,11063,1994_11063_369
NC,1994,18307,5999813,11063,1994_11063_37
NC,1994,19347,5999813,11063,1994_11063_371
NC,1994,19550,5999813,11063,1994_11063_372
NC,1994,20387,5999813,11063,1994_11063_373
NC,1994,38759,5999813,11063,1994_11063_374
NC,1994,20602,5999813,11063,1994_11063_375
NC,1994,15521,5999813,11063,1994_11063_377
NC,1994,13484,5999813,11063,1994_11063_378
NC,1994,7044,5999813,11063,1994_11063_379
NC,1994,10005,5999813,11063,1994_11063_382
NC,1994,22348,5999813,11063,1994_11063_389
NC,1994,36802,5999813,11063,1994_11063_39
NC,1994,14752,5999813,11063,1994_11063_390
NC,1994,7732,5999813,11063,1994_11063_391
NC,1994,0,5999813,11063,1994_11063_392
NC,1994,23124,5999813,11063,1994_11063_394
NC,1994,32759,5999813,11063,1994_11063_395
NC,1994,51201,5999813,11063,1994_11063_397
NC,1994,7376,5999813,11063,1994_11063_399
NC,1994,9011,5999813,11063,1994_11063_4
NC,1994,2508,5999813,11063,1994_11063_40
NC,1994,0,5999813,11063,1994_11063_404
NC,1994,10792,5999813,11063,1994_11063_405
NC,1994,14755,5999813,11063,1994_11063_406
NC,1994,5728,5999813,11063,1994_11063_409
NC,1994,5613,5999813,11063,1994_11063_41
NC,1994,37051,5999813,11063,1994_11063_410
NC,1994,5083,5999813,11063,1994_11063_411
NC,1994,13630,5999813,11063,1994_11063_412
NC,1994,6176,5999813,11063,1994_11063_415
NC,1994,3407,5999813,11063,1994_11063_416
NC,1994,5597,5999813,11063,1994_11063_417
NC,1994,3350,5999813,11063,1994_11063_418
NC,1994,4376,5999813,11063,1994_11063_419
NC,1994,2638,5999813,11063,1994_11063_42
NC,1994,5349,5999813,11063,1994_11063_420
NC,1994,49082,5999813,11063,1994_11063_421
NC,1994,57987,5999813,11063,1994_11063_422
NC,1994,7076,5999813,11063,1994_11063_423
NC,1994,11246,5999813,11063,1994_11063_424
NC,1994,20483,5999813,11063,1994_11063_43
NC,1994,59487,5999813,11063,1994_11063_431
NC,1994,7762,5999813,11063,1994_11063_432
NC,1994,11927,5999813,11063,1994_11063_435
NC,1994,20601,5999813,11063,1994_11063_437
NC,1994,9229,5999813,11063,1994_11063_438
NC,1994,7616,5999813,11063,1994_11063_439
NC,1994,28061,5999813,11063,1994_11063_44
NC,1994,8138,5999813,11063,1994_11063_440
NC,1994,6363,5999813,11063,1994_11063_441
NC,1994,5313,5999813,11063,1994_11063_442
NC,1994,38676,5999813,11063,1994_11063_443
NC,1994,3944,5999813,11063,1994_11063_446
NC,1994,16431,5999813,11063,1994_11063_448
NC,1994,23674,5999813,11063,1994_11063_451
NC,1994,2135,5999813,11063,1994_11063_452
NC,1994,2033,5999813,11063,1994_11063_453
NC,1994,7765,5999813,11063,1994_11063_454
NC,1994,15243,5999813,11063,1994_11063_455
NC,1994,19215,5999813,11063,1994_11063_456
NC,1994,0,5999813,11063,1994_11063_457
NC,1994,0,5999813,11063,1994_11063_458
NC,1994,0,5999813,11063,1994_11063_460
NC,1994,2031,5999813,11063,1994_11063_47
NC,1994,40624,5999813,11063,1994_11063_48
NC,1994,18683,5999813,11063,1994_11063_49
NC,1994,21790,5999813,11063,1994_11063_5
NC,1994,10730,5999813,11063,1994_11063_50
NC,1994,9323,5999813,11063,1994_11063_51
NC,1994,29435,5999813,11063,1994_11063_52
NC,1994,11362,5999813,11063,1994_11063_53
NC,1994,17183,5999813,11063,1994_11063_55
NC,1994,18537,5999813,11063,1994_11063_56
NC,1994,23571,5999813,11063,1994_11063_58
NC,1994,36497,5999813,11063,1994_11063_60
NC,1994,7195,5999813,11063,1994_11063_63
NC,1994,9577,5999813,11063,1994_11063_66
NC,1994,17084,5999813,11063,1994_11063_69
NC,1994,55783,5999813,11063,1994_11063_7
NC,1994,16648,5999813,11063,1994_11063_70
NC,1994,26004,5999813,11063,1994_11063_71
NC,1994,55045,5999813,11063,1994_11063_72
